#{"t_start": 1790417062.4237332, "env_id": "None"}
r,l,t,seed,entry_tick,policy_ticks,target_index,us_block_scores,us_block_score_events,them_block_score_events,target_block_offs,unowned_block_offs,us_drops,attribution_ambiguous,done_reason,faults,score_us,score_them
-1.0173,173,504.455969,1582,165,173,0,0,0,0,0,0,1,False,,0,1,1
-0.190697,2236,507.239955,1583,164,2236,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,12,3
-1.0059,59,507.342355,1584,152,59,0,0,0,0,0,0,1,False,,0,0,1
-1.043421,414,508.730886,1585,165,414,0,0,0,0,0,0,1,False,,0,0,1
-0.239902,2234,511.349991,1586,166,2234,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,0,0
-1.113685,1196,512.139992,1587,164,1196,0,0,0,0,0,0,1,False,,0,7,0
-0.164065,2243,514.9578,1588,157,2243,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
0.0,1,515.416936,1589,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,6
-1.177111,2074,518.013677,1590,152,2074,0,0,0,0,0,1,1,False,,0,9,0
-1.111686,1216,519.857254,1591,182,1216,0,0,0,0,0,1,1,False,,0,5,1
-0.198161,2237,522.312318,1592,163,2237,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,12,0
-0.209145,2223,524.892116,1593,177,2223,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,7,0
-0.004188,688,525.468008,1594,170,688,0,0,0,2,0,0,0,False,,0,1,6
-1.056866,728,527.208986,1595,157,728,0,0,0,0,0,0,1,False,,0,2,0
-1.022393,219,527.430812,1596,161,219,0,0,0,0,0,0,1,False,,0,0,1
-0.997635,182,527.64505,1597,183,182,0,0,0,0,0,0,1,False,,0,0,1
-0.455018,193,527.86343,1598,164,193,0,0,0,0,1,1,0,False,,0,0,0
0.0,1,528.722569,1599,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,5
-1.021429,652,529.296784,1600,160,652,0,0,0,1,0,0,1,False,,0,3,3
-0.214659,2219,531.890034,1601,181,2219,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,12,3
-0.222087,2219,535.353572,1602,181,2219,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,1,0
-1.030569,613,535.93655,1603,170,613,0,0,0,0,0,0,1,False,,0,5,0
-1.008785,65,536.050378,1604,170,65,0,0,0,0,0,0,1,False,,0,0,1
-1.012172,172,536.266737,1605,177,172,0,0,0,0,0,0,1,False,,0,0,1
-0.458486,231,536.529143,1606,172,231,0,0,0,0,1,1,0,False,,0,0,0
-0.214707,2237,539.413753,1607,163,2237,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
-0.226411,2218,542.059781,1608,182,2218,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,8,0
-0.218974,2223,544.919046,1609,177,2223,0,0,0,0,0,1,0,False,比赛时间结束(手动模式),0,11,0
-0.991599,362,545.27443,1610,167,362,0,0,0,0,0,0,1,False,,0,0,1
1.042894,215,546.642641,1611,156,215,0,1,1,0,0,0,0,False,,0,3,0
-0.208999,2157,549.450609,1612,243,2157,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,12,3
-0.225314,2219,551.999861,1613,181,2219,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,1,0
-0.989058,99,552.146169,1614,167,99,0,0,0,0,0,0,1,False,,0,0,1
-0.185048,2248,555.030095,1615,152,2248,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,12,0
-1.050069,656,555.611475,1616,175,656,0,0,0,0,0,1,1,False,,0,5,0
0.936461,1166,557.477114,1617,170,1166,0,1,1,0,0,0,0,False,,0,5,0
-1.0075,75,557.595809,1618,155,75,0,0,0,0,0,0,1,False,,0,2,0
-0.227781,2234,560.306525,1619,166,2234,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
0.01557,490,560.728453,1620,168,490,0,0,0,1,0,0,0,False,,0,1,3
-1.0122,122,560.882652,1621,166,122,0,0,0,0,0,0,1,False,,0,0,1
-1.026,260,561.140577,1622,164,260,0,0,0,0,0,0,1,False,,0,3,0
0.01406,500,562.566057,1623,164,500,0,0,0,1,0,0,0,False,,0,1,3
-0.03557,997,563.426413,1624,177,997,0,0,0,1,0,0,0,False,,0,4,3
-1.035076,474,563.837145,1625,175,474,0,0,0,0,0,0,1,False,,0,2,1
-0.228173,2233,566.758586,1626,167,2233,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,7,0
-0.99401,155,566.941158,1627,165,155,0,0,0,0,0,0,1,False,,0,0,1
0.003354,608,568.634516,1628,167,608,0,0,0,2,0,0,0,False,,0,0,6
-1.010224,73,568.757055,1629,177,73,0,0,0,0,0,0,1,False,,0,0,1
-0.459011,240,569.015617,1630,172,240,0,0,0,0,1,1,0,False,,0,0,0
-0.226531,2219,571.546817,1631,181,2219,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,0,0
-0.452493,170,571.753108,1632,177,170,0,0,0,0,1,1,0,False,,0,0,0
-0.201796,2223,574.444893,1633,177,2223,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,10,0
0.0,1,575.054597,1634,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,7
-1.041487,483,575.479721,1635,155,483,0,0,0,0,0,0,1,False,,0,2,1
-1.051499,613,577.094353,1636,155,613,0,0,0,1,0,0,1,False,,0,2,4
-0.219679,2230,579.750097,1637,170,2230,0,0,0,0,0,1,0,False,比赛时间结束(手动模式),0,11,0
-1.050442,790,580.379741,1638,168,790,0,0,0,0,0,0,1,False,,0,4,0
-0.174777,2234,583.045717,1639,166,2234,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,3,0
-1.0656,656,584.639001,1640,172,656,0,0,0,0,0,0,1,False,,0,3,0
-1.094682,953,585.382023,1641,165,953,0,0,0,0,0,0,1,False,,0,0,1
0.031127,337,585.703176,1642,177,337,0,0,0,2,0,0,0,False,,0,1,6
-1.013141,171,585.893298,1643,160,171,0,0,1,0,0,0,1,False,,0,0,7
-1.065682,744,587.579941,1644,165,744,0,0,0,0,0,0,1,False,,0,0,1
0.0,1,588.164412,1645,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,7
1.052978,113,588.306158,1646,145,113,0,1,1,0,0,0,0,False,,0,3,0
1.050193,142,588.493797,1647,177,142,0,1,1,0,0,0,0,False,,0,3,0
-0.206422,2228,591.067833,1648,172,2228,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,0,0
-0.988631,477,591.492026,1649,189,477,0,0,0,1,0,0,1,False,,0,0,7
-1.010676,718,592.109673,1650,164,718,0,0,0,0,0,0,1,False,,0,2,1
-0.211991,2232,595.534453,1651,168,2232,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,0,0
-0.179168,2219,598.198855,1652,181,2219,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,3,3
-1.010776,98,598.351782,1653,182,98,0,0,0,0,0,0,1,False,,0,0,1
-1.020641,335,598.667875,1654,177,335,0,0,0,1,0,0,1,False,,0,2,3
-0.194367,2230,601.212904,1655,170,2230,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
-0.180911,2251,603.845335,1656,149,2251,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,2,3
-0.187444,2243,606.449888,1657,157,2243,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,12,3
-1.092475,921,608.203215,1658,167,921,0,0,0,1,0,0,1,False,,0,4,3
-0.450677,154,608.401647,1659,165,154,0,0,0,0,1,1,0,False,,0,0,0
-0.191181,2240,611.162239,1660,160,2240,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,8,0
-0.1761,2228,613.537483,1661,172,2228,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,9,3
-1.0051,51,613.641856,1662,166,51,0,0,0,0,0,0,1,False,,0,0,1
-0.16447,2230,616.214828,1663,170,2230,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,10,0
-0.224851,2231,618.915154,1664,169,2231,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,1,0
-0.164217,2230,621.542521,1665,170,2230,0,0,0,0,0,1,0,False,比赛时间结束(手动模式),0,2,0
-1.0173,173,621.740082,1666,152,173,0,0,0,0,0,0,1,False,,0,0,1
-0.957331,163,621.93361,1667,166,163,0,0,0,0,0,0,1,False,,0,0,1
-1.028265,250,622.193671,1668,181,250,0,0,0,0,0,0,1,False,,0,3,1
-0.497271,609,623.721322,1669,160,609,0,0,0,0,1,1,0,False,,0,2,0
-1.008464,71,623.844556,1670,181,71,0,0,0,0,0,0,1,False,,0,0,1
-1.0023,23,623.923794,1671,164,23,0,0,0,0,0,0,1,False,,0,0,1
-1.140804,1314,624.996192,1672,165,1314,0,0,0,1,0,0,1,False,,0,7,4
0.0,1,625.774991,1673,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,7
-0.229772,2240,628.410688,1674,160,2240,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,13,0
-1.000586,580,629.797268,1675,158,580,0,0,0,1,0,0,1,False,,0,0,4
-0.217094,2223,632.398532,1676,177,2223,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,0,0
0.0,1,632.914425,1677,-1,0,-1,0,0,0,0,0,0,False,比赛时间结束,0,0,2
-0.182262,2223,635.33614,1678,177,2223,0,0,0,0,0,1,0,False,比赛时间结束(手动模式),0,12,0
-1.022155,297,635.627795,1679,160,297,0,0,0,0,0,0,1,False,,0,1,1
-1.11862,1672,637.823055,1680,189,1672,0,0,0,0,0,1,1,False,,0,9,3
-1.068786,728,638.476762,1681,181,728,0,0,0,1,0,0,1,False,,0,4,3
-1.005666,149,638.652245,1682,149,149,0,0,0,0,0,0,1,False,,0,0,1
-0.204914,2237,641.407983,1683,163,2237,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
-1.009092,149,641.590987,1684,176,149,0,0,0,0,0,0,1,False,,0,0,1
-0.226744,2223,645.167768,1685,177,2223,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
1.043068,216,645.4077,1686,160,216,0,1,1,0,0,0,0,False,,0,3,0
0.0,1,645.767583,1687,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,2
-0.196256,2223,648.284698,1688,177,2223,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,12,0
-0.460344,249,648.557566,1689,167,249,0,0,0,0,1,1,0,False,,0,0,0
-1.0665,665,649.167743,1690,169,665,0,0,0,0,0,0,1,False,,0,5,0
-0.454366,190,649.40116,1691,166,190,0,0,0,0,1,1,0,False,,0,0,0
0.0,1,650.021158,1692,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,16
0.019775,447,651.600757,1693,172,447,0,0,0,1,0,0,0,False,,0,1,3
0.0,1,652.326698,1694,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,1,16
-1.019099,235,652.613633,1695,166,235,0,0,0,0,0,0,1,False,,0,0,1
0.0,1,653.375514,1696,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,0,16
0.019514,448,654.268467,1697,152,448,0,0,0,2,0,0,0,False,,0,2,6
-0.190597,2223,657.116712,1698,177,2223,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
-1.113451,1262,659.177385,1699,177,1262,0,0,0,1,0,0,1,False,,0,7,3
-1.0015,15,659.284495,1700,164,15,0,0,0,0,0,0,1,False,,0,0,1
0.010526,534,659.787462,1701,164,534,0,0,0,1,0,0,0,False,,0,2,3
-0.195361,2235,662.631085,1702,165,2235,0,0,0,0,0,1,0,False,比赛时间结束(手动模式),0,11,0
-0.183441,2225,665.533414,1703,175,2225,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
-1.197094,1926,668.116654,1704,175,1926,0,0,0,0,0,1,1,False,,0,9,0
-1.036698,672,668.76288,1705,164,672,0,0,0,1,0,0,1,False,,0,5,3
-0.174179,2231,671.617394,1706,169,2231,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
-0.195186,2243,674.354097,1707,157,2243,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,11,0
-0.989215,169,675.619186,1708,166,169,0,0,0,0,0,0,1,False,,0,0,1
-0.166174,2237,678.557833,1709,163,2237,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,10,0
-0.210781,2235,681.348706,1710,165,2235,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,12,3
-0.169946,2236,684.607808,1711,164,2236,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,8,0
-1.025533,407,685.253747,1712,166,407,0,0,0,0,0,0,1,False,,0,0,1
-0.94738,180,685.540857,1713,189,180,0,0,0,0,0,0,1,False,,0,1,2
-0.212314,2235,688.918155,1714,165,2235,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,13,3
0.0,1,689.618042,1715,-1,0,-1,0,0,0,0,0,0,False,恢复次数超限 → 停车,0,2,0
-0.170971,2242,692.880213,1716,158,2242,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,9,0
-0.462995,242,693.18862,1717,163,242,0,0,0,0,1,1,0,False,,0,2,0
-0.2285,2240,697.177866,1718,160,2240,0,0,0,0,0,0,0,False,比赛时间结束(手动模式),0,0,0
-1.045224,695,698.062908,1719,177,695,0,0,0,0,0,0,1,False,,0,0,1
0.0,1,698.714354,1720,-1,0,-1,0,0,0,0,0,0,False,比赛时间结束,0,0,13
-0.169874,2231,701.925789,1721,169,2231,0,0,0,1,0,0,0,False,比赛时间结束(手动模式),0,11,3
-0.004553,693,702.620199,1722,161,693,0,0,0,1,0,0,0,False,,0,2,3
-1.001,10,702.697473,1723,155,10,0,0,0,0,0,0,1,False,,0,0,1
-0.455206,202,702.955727,1724,163,202,0,0,0,0,1,1,0,False,,0,0,0
-1.0036,36,703.058729,1725,155,36,0,0,0,0,0,0,1,False,,0,0,1
